id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_duration
id3928849,09:36:12 AM,10:01:26 AM,1,"-73,989,578,247,070,300","40,747,459,411,621,000","-73,973,960,876,464,800","40,759,899,139,404,200",1514
id1791732,09:37:02 AM,09:43:08 AM,1,"-73,979,347,229,003,900","40,755,321,502,685,500","-73,979,942,321,777,300","40,760,810,852,050,700",366
id1663373,09:37:05 AM,09:41:47 AM,1,"-74,003,410,339,355,400","40,748,645,782,470,700","-73,998,428,344,726,500","40,755,790,710,449,200",282
id3711308,09:37:19 AM,09:47:25 AM,1,"-7,398,236,083,984,370","40,739,311,218,261,700","-73,994,117,736,816,400","40,741,180,419,921,800",606
id2089750,09:37:54 AM,09:46:19 AM,1,"-73,971,809,387,207,000","40,763,553,619,384,700","-73,966,583,251,953,100","40,789,085,388,183,500",505
id1780299,09:37:58 AM,09:41:51 AM,1,"-7,398,541,259,765,620","40,762,550,354,003,900","-73,994,270,324,707,000","40,766,605,377,197,200",233
id3113443,09:37:59 AM,09:42:28 AM,1,"-73,948,966,979,980,400","40,777,381,896,972,600","-73,948,966,979,980,400","40,777,381,896,972,600",269
id3582092,09:38:06 AM,10:59:09 AM,2,"-73,863,426,208,496,000","40,770,210,266,113,200","-73,980,987,548,828,100","40,754,085,540,771,400",4863
id0218218,09:38:14 AM,09:50:49 AM,1,"-73,982,284,545,898,400","40,775,962,829,589,800","-73,951,690,673,828,100","40,791,233,062,744,100",755
id0188919,09:38:20 AM,10:01:36 AM,5,"-73,978,378,295,898,400","40,748,371,124,267,500","-73,983,192,443,847,600","4,076,959,228,515,620",1396
id3017135,09:38:30 AM,09:53:39 AM,1,"-74,005,378,723,144,500","40,728,279,113,769,500","-73,978,691,101,074,200","40,713,661,193,847,600",909
id0183165,09:38:33 AM,09:50:24 AM,1,"-73,994,087,219,238,200","40,751,060,485,839,800","-740,008,544,921,875","40,761,631,011,962,800",711
id0110545,09:38:38 AM,10:28:22 AM,1,"-74,013,725,280,761,700","40,714,927,673,339,800","-73,985,031,127,929,600","40,763,389,587,402,300",2984
id1669789,09:38:51 AM,09:44:52 AM,2,"-7,398,211,669,921,870","40,691,520,690,917,900","-73,986,549,377,441,400","407,027,587,890,625",361
id3574537,09:39:01 AM,10:01:28 AM,1,"-73,960,151,672,363,200","40,762,111,663,818,300","-73,983,200,073,242,100","40,781,517,028,808,500",1347
id1985067,09:39:07 AM,09:55:30 AM,2,"-73,990,074,157,714,800","40,733,638,763,427,700","-73,991,897,583,007,800","40,744,457,244,873,000",983
id3323560,09:40:32 AM,09:48:34 AM,3,"-73,979,171,752,929,600","4,075,592,041,015,620","-73,988,410,949,707,000","40,758,411,407,470,700",482
id2350161,09:40:36 AM,09:51:45 AM,1,"-73,994,918,823,242,100","40,750,236,511,230,400","-73,996,604,919,433,500","40,763,229,370,117,100",669
id3611238,09:40:59 AM,10:11:36 AM,1,"-73,981,430,053,710,900","40,746,799,468,994,100","-73,988,571,166,992,100","40,751,941,680,908,200",1837
id0601671,09:41:21 AM,09:54:22 AM,1,"-73,971,672,058,105,400","40,746,475,219,726,500","-73,983,146,667,480,400","40,754,196,166,992,100",781
id3804665,09:41:32 AM,10:15:05 AM,1,"-73,980,781,555,175,700","40,747,840,881,347,600","-73,950,454,711,914,000","40,794,883,728,027,300",2013
id1067394,09:41:47 AM,09:54:16 AM,1,"-73,970,405,578,613,200","40,758,804,321,289,000","-73,955,665,588,378,900","40,764,122,009,277,300",749
id2944548,09:41:49 AM,10:06:21 AM,1,"-73,991,043,090,820,300","40,750,499,725,341,700","-73,979,270,935,058,500","40,753,070,831,298,800",1472
id2372905,09:41:50 AM,09:53:30 AM,1,"-7,399,200,439,453,120","40,744,171,142,578,100","-73,991,363,525,390,600","40,739,009,857,177,700",700
id0911267,09:42:05 AM,09:52:12 AM,2,"-73,995,010,375,976,500","40,744,640,350,341,700","-73,990,196,228,027,300","40,748,611,450,195,300",607
id0845646,09:42:16 AM,09:52:35 AM,1,"-73,965,919,494,628,900","40,805,446,624,755,800","-73,974,349,975,585,900","40,777,824,401,855,400",619
id0688416,09:42:20 AM,09:48:41 AM,1,"-74,011,848,449,707,000","40,716,770,172,119,100","-74,006,858,825,683,500","40,729,499,816,894,500",381
id1712520,09:42:36 AM,09:52:02 AM,1,"-73,993,988,037,109,300","40,755,950,927,734,300","-73,980,873,107,910,100","40,758,289,337,158,200",566
id0845258,09:43:03 AM,09:47:04 AM,1,"-73,956,924,438,476,500","40,747,695,922,851,500","-7,394,769,287,109,370","40,748,123,168,945,300",241
id3138850,09:43:12 AM,10:06:07 AM,2,"-74,006,782,531,738,200","40,735,580,444,335,900","-73,988,571,166,992,100","40,741,031,646,728,500",1375
id0439198,09:43:23 AM,09:52:06 AM,1,"-73,984,176,635,742,100","40,770,301,818,847,600","-73,976,066,589,355,400","40,765,769,958,496,000",523
id2119600,09:43:36 AM,10:00:30 AM,1,"-73,967,483,520,507,800","40,771,877,288,818,300","-73,970,169,067,382,800","40,762,176,513,671,800",1014
id0097191,09:43:56 AM,10:09:46 AM,1,"-73,964,553,833,007,800","40,771,366,119,384,700","-73,974,205,017,089,800","40,756,324,768,066,400",1550
id0483409,09:44:01 AM,10:07:17 AM,1,"-739,635,009,765,625","40,757,244,110,107,400","-7,397,894,287,109,370","40,772,567,749,023,400",1396
id1905237,09:44:12 AM,10:31:23 AM,1,"-73,976,371,765,136,700","40,765,491,485,595,700","-73,995,193,481,445,300","40,723,148,345,947,200",2831
id3989272,09:44:36 AM,10:25:10 AM,2,"-7,400,762,939,453,120","40,741,111,755,371,000","-7,397,247,314,453,120","40,762,401,580,810,500",2434
id3617240,09:44:42 AM,09:57:12 AM,1,"-73,969,345,092,773,400","40,761,524,200,439,400","-73,988,235,473,632,800","40,769,203,186,035,100",750
id2299305,09:45:03 AM,09:52:48 AM,1,"-74,000,091,552,734,300","40,748,489,379,882,800","-73,991,661,071,777,300","40,754,787,445,068,300",465
id0367518,09:45:31 AM,10:32:28 AM,1,"-73,992,034,912,109,300","40,750,202,178,955,000","-74,012,893,676,757,800","40,702,266,693,115,200",2817
id3150319,09:45:47 AM,09:49:24 AM,4,"-74,005,050,659,179,600","40,719,989,776,611,300","-7,400,140,380,859,370","40,724,288,940,429,600",217
id2967457,09:45:57 AM,09:55:17 AM,1,"-73,993,316,650,390,600","40,739,067,077,636,700","-73,987,014,770,507,800","40,739,158,630,371,000",560
id3770460,09:45:59 AM,10:12:17 AM,1,"-73,978,752,136,230,400","40,762,050,628,662,100","-7,397,161,865,234,370","4,075,469,970,703,120",1578
id3858876,09:46:06 AM,09:56:05 AM,5,"-73,976,791,381,835,900","40,764,625,549,316,400","-73,980,438,232,421,800","40,774,269,104,003,900",599
id2173118,09:46:39 AM,10:19:05 AM,1,"-74,004,600,524,902,300","40,722,671,508,789,000","-73,990,570,068,359,300","40,748,851,776,123,000",1946
id3851524,09:47:10 AM,09:57:44 AM,5,"-73,977,813,720,703,100","40,788,749,694,824,200","-73,953,880,310,058,500","40,787,620,544,433,500",634
id0398136,09:47:21 AM,10:01:53 AM,3,"-74,001,800,537,109,300","40,746,421,813,964,800","-739,830,322,265,625","40,724,979,400,634,700",872
id1768719,09:47:24 AM,09:52:06 AM,1,"-739,713,134,765,625","40,757,640,838,623,000","-73,977,348,327,636,700","40,749,546,051,025,300",282
id1750331,09:47:31 AM,10:24:45 AM,1,"-74,017,166,137,695,300","40,708,873,748,779,200","-73,969,825,744,628,900","407,630,615,234,375",2234
id2214104,09:47:32 AM,09:54:15 AM,2,"-73,995,674,133,300,700","40,744,258,880,615,200","-74,008,010,864,257,800","40,748,416,900,634,700",403
id2057422,09:47:34 AM,09:55:00 AM,1,"-7,399,786,376,953,120","40,683,219,909,667,900","-74,010,665,893,554,600","40,671,939,849,853,500",446
id2840940,09:47:50 AM,10:03:53 AM,2,"-7,399,603,271,484,370","40,731,960,296,630,800","-740,155,029,296,875","40,710,849,761,962,800",963
id3547021,09:48:05 AM,10:06:31 AM,5,"-73,939,224,243,164,000","40,752,090,454,101,500","-73,970,199,584,960,900","40,753,181,457,519,500",1106
id2460292,09:48:19 AM,10:16:14 AM,1,"-74,009,223,937,988,200","40,704,319,000,244,100","-73,995,643,615,722,600","40,729,141,235,351,500",1675
id2784253,09:48:28 AM,10:08:44 AM,1,"-73,985,733,032,226,500","40,767,921,447,753,900","-73,982,513,427,734,300","40,750,598,907,470,700",1216
id0211017,09:49:37 AM,10:08:50 AM,1,"-73,998,245,239,257,800","40,733,810,424,804,600","-74,004,959,106,445,300","40,751,285,552,978,500",1153
id0460602,09:49:49 AM,09:58:00 AM,1,"-73,974,517,822,265,600","40,679,096,221,923,800","-73,991,035,461,425,700","40,676,578,521,728,500",491
id3077500,09:50:05 AM,09:57:14 AM,1,"-7,400,335,693,359,370","40,748,889,923,095,700","-7,399,359,130,859,370","40,752,315,521,240,200",429
id0776577,09:50:08 AM,10:02:42 AM,1,"-739,901,123,046,875","40,761,581,420,898,400","-7,399,884,033,203,120","40,753,631,591,796,800",754
id2364882,09:50:17 AM,09:54:35 AM,1,"-73,961,288,452,148,400","40,796,527,862,548,800","-739,678,955,078,125","40,804,039,001,464,800",258
id3896774,09:50:34 AM,10:39:54 AM,2,"-73,953,727,722,167,900","40,782,096,862,792,900","-73,993,705,749,511,700","40,749,900,817,871,000",2960
id0414236,09:51:17 AM,10:09:11 AM,1,"-74,007,049,560,546,800","40,732,982,635,498,000","-73,995,742,797,851,500","407,489,013,671,875",1074
id2623824,09:51:18 AM,10:44:35 AM,1,"-73,873,100,280,761,700","40,774,112,701,416,000","-73,980,117,797,851,500","40,754,413,604,736,300",3197
id2605704,09:51:22 AM,10:06:53 AM,1,"-73,987,464,904,785,100","40,751,533,508,300,700","-73,973,464,965,820,300","40,755,626,678,466,700",931
id0829182,09:51:24 AM,10:39:55 AM,1,"-7,400,372,314,453,120","407,225,341,796,875","-73,971,183,776,855,400","40,756,050,109,863,200",2911
id3887926,09:51:30 AM,10:12:19 AM,2,"-73,981,613,159,179,600","40,766,399,383,544,900","-73,994,407,653,808,500","40,745,891,571,044,900",1249
id0489801,09:51:45 AM,10:24:26 AM,6,"-73,980,697,631,835,900","40,785,148,620,605,400","-73,992,698,669,433,500","40,737,270,355,224,600",1961
id0905249,09:51:45 AM,10:04:16 AM,1,"-74,013,900,756,835,900","40,710,136,413,574,200","-7,400,921,630,859,370","40,713,008,880,615,200",751
id0405476,09:51:49 AM,10:16:57 AM,1,"-73,996,665,954,589,800","40,760,124,206,542,900","-73,984,794,616,699,200","40,748,470,306,396,400",1508
id3355275,09:51:56 AM,10:16:43 AM,5,"-73,985,252,380,371,000","40,727,741,241,455,000","-73,972,846,984,863,200","40,752,578,735,351,500",1487
id3463855,09:52:23 AM,09:58:06 AM,1,"-73,988,540,649,414,000","40,748,676,300,048,800","-739,930,419,921,875","40,752,891,540,527,300",343
id0743384,09:53:10 AM,10:08:02 AM,2,"-73,956,329,345,703,100","40,803,218,841,552,700","-73,953,559,875,488,200","40,790,851,593,017,500",892
id1005853,09:53:19 AM,10:10:02 AM,3,"-73,987,251,281,738,200","40,750,480,651,855,400","-73,971,443,176,269,500","40,763,069,152,832,000",1003
id1799937,09:53:19 AM,09:57:24 AM,1,"-74,001,945,495,605,400","40,734,996,795,654,200","-74,007,217,407,226,500","40,726,722,717,285,100",245
id0634471,09:53:30 AM,10:17:33 AM,6,"-73,947,662,353,515,600","40,783,611,297,607,400","-7,396,759,033,203,120","407,589,111,328,125",1443
id1049079,09:53:39 AM,10:00:15 AM,1,"-73,974,044,799,804,600","40,754,638,671,875","-73,981,575,012,207,000","40,752,845,764,160,100",396
id1117756,09:53:57 AM,10:11:24 AM,1,"-73,961,936,950,683,500","40,767,829,895,019,500","-7,397,528,076,171,870","40,752,159,118,652,300",1047
id2367945,09:54:08 AM,10:21:01 AM,1,"-73,970,428,466,796,800","40,767,791,748,046,800","-73,990,180,969,238,200","40,753,818,511,962,800",1613
id1339915,09:54:25 AM,09:56:32 AM,1,"-73,988,197,326,660,100","40,754,600,524,902,300","-73,993,911,743,164,000","40,746,685,028,076,100",127
id1981125,09:54:27 AM,10:20:58 AM,1,"-73,991,470,336,914,000","40,729,755,401,611,300","-73,978,523,254,394,500","40,750,991,821,289,000",1591
id2924162,09:54:31 AM,10:08:56 AM,1,"-73,970,558,166,503,900","40,756,328,582,763,600","-73,974,800,109,863,200","40,749,858,856,201,100",865
id3952596,09:54:54 AM,10:18:30 AM,1,"-73,992,317,199,707,000","40,748,886,108,398,400","-74,027,931,213,378,900","40,739,913,940,429,600",1416
id1253898,09:55:06 AM,10:28:54 AM,1,"-7,397,393,798,828,120","40,737,762,451,171,800","-73,782,875,061,035,100","40,648,876,190,185,500",2028
id3239501,09:55:07 AM,10:16:13 AM,2,"-73,965,972,900,390,600","40,758,491,516,113,200","-73,976,806,640,625","40,739,341,735,839,800",1266
id0898419,09:55:09 AM,10:04:45 AM,1,"-73,988,067,626,953,100","40,745,937,347,412,100","-73,998,680,114,746,000","40,753,791,809,082,000",576
id1695238,09:55:11 AM,10:36:16 AM,1,"-73,998,725,891,113,200","40,733,234,405,517,500","-73,968,544,006,347,600","40,765,247,344,970,700",2465
id1014322,09:55:16 AM,10:13:05 AM,5,"-73,998,237,609,863,200","40,745,540,618,896,400","-73,982,421,875","407,452,392,578,125",1069
id0045515,09:55:38 AM,09:57:23 AM,1,"-73,971,298,217,773,400","407,469,482,421,875","-73,969,810,485,839,800","40,752,521,514,892,500",105
id0813105,09:55:40 AM,10:07:53 AM,1,"-73,991,218,566,894,500","40,750,049,591,064,400","-73,983,299,255,371,000","40,734,790,802,001,900",733
id3555854,09:56:02 AM,10:04:44 AM,3,"-73,987,419,128,417,900","40,720,050,811,767,500","-73,976,722,717,285,100","40,727,176,666,259,700",522
id2115123,09:56:09 AM,09:56:25 AM,2,"-73,782,073,974,609,300","40,644,271,850,585,900","-73,782,073,974,609,300","40,644,268,035,888,600",16
id1450870,09:57:19 AM,10:11:54 AM,1,"-73,963,790,893,554,600","40,757,339,477,539,000","-73,982,963,562,011,700","40,742,095,947,265,600",875
id3572458,09:57:25 AM,10:10:40 AM,1,"-74,004,905,700,683,500","40,740,623,474,121,000","-73,990,188,598,632,800","40,729,522,705,078,100",795
id1624023,09:57:27 AM,10:30:02 AM,1,"-74,007,804,870,605,400","40,732,521,057,128,900","-73,986,961,364,746,000","40,751,228,332,519,500",1955
id2837532,09:57:38 AM,10:17:37 AM,1,"-73,958,442,687,988,200","4,077,294,921,875","-73,974,578,857,421,800","40,763,401,031,494,100",1199
id3487382,09:57:41 AM,10:03:08 AM,1,"-73,996,780,395,507,800","40,723,430,633,544,900","-7,400,177,001,953,120","40,719,699,859,619,100",327
id3537603,09:57:50 AM,10:04:28 AM,5,"-73,965,927,124,023,400","40,758,708,953,857,400","-73,971,160,888,671,800","40,751,331,329,345,700",398
id0760245,09:57:56 AM,10:13:32 AM,1,"-73,965,362,548,828,100","40,755,027,770,996,000","-73,977,996,826,171,800","40,761,070,251,464,800",936
id0655082,09:58:10 AM,10:17:23 AM,1,"-7,399,114,990,234,370","40,766,101,837,158,200","-73,983,184,814,453,100","40,750,892,639,160,100",1153
id1458647,09:58:16 AM,10:13:43 AM,3,"-7,399,542,236,328,120","40,737,449,645,996,000","-73,998,092,651,367,100","40,745,849,609,375",927
id3682609,09:58:27 AM,10:16:31 AM,6,"-73,975,982,666,015,600","4,074,468,994,140,620","-74,000,907,897,949,200","40,715,400,695,800,700",1084
id0762135,09:58:34 AM,09:59:40 AM,5,"-73,991,127,014,160,100","40,710,041,046,142,500","-73,985,061,645,507,800","40,710,945,129,394,500",66
id3173036,09:58:38 AM,10:29:54 AM,1,"-73,981,346,130,371,000","40,763,980,865,478,500","-74,003,852,844,238,200","40,723,461,151,123,000",1876
id0146927,09:58:38 AM,10:20:59 AM,3,"-73,982,315,063,476,500","40,745,754,241,943,300","-73,967,308,044,433,500","407,694,091,796,875",1341
id2930201,09:59:33 AM,10:09:41 AM,1,"-73,965,950,012,207,000","40,762,611,389,160,100","-73,955,352,783,203,100","40,782,783,508,300,700",608
id1141122,09:59:40 AM,10:28:41 AM,5,"-74,006,202,697,753,900","40,734,371,185,302,700","-73,982,002,258,300,700","40,757,488,250,732,400",1741
id2446486,09:59:44 AM,10:36:37 AM,1,"-73,956,565,856,933,500","40,771,377,563,476,500","-73,974,296,569,824,200","40,756,412,506,103,500",2213
id3556664,09:59:54 AM,10:05:39 AM,6,"-73,974,998,474,121,000","40,751,899,719,238,200","-73,973,091,125,488,200","40,753,070,831,298,800",345
id1882316,09:59:58 AM,10:07:27 AM,1,"-73,964,210,510,253,900","40,771,141,052,246,000","-73,948,822,021,484,300","40,770,900,726,318,300",449
id0020839,10:01:00 AM,10:39:14 AM,1,"-739,837,646,484,375","40,721,668,243,408,200","-73,958,015,441,894,500","40,768,848,419,189,400",2294
id3180676,10:01:10 AM,10:09:14 AM,1,"-73,953,201,293,945,300","40,782,730,102,539,000","-73,961,372,375,488,200","4,076,995,849,609,370",484
id0735072,10:01:17 AM,10:09:06 AM,1,"-74,007,217,407,226,500","40,733,016,967,773,400","-74,008,148,193,359,300","40,722,618,103,027,300",469
id2455082,10:01:18 AM,10:14:45 AM,1,"-73,986,129,760,742,100","40,734,657,287,597,600","-73,988,441,467,285,100","40,721,870,422,363,200",807
id2065264,10:01:25 AM,10:17:37 AM,1,"-7,397,113,037,109,370","40,761,478,424,072,200","-73,973,823,547,363,200","40,755,241,394,042,900",972
id0271913,10:01:54 AM,10:30:59 AM,1,"-74,005,256,652,832,000","40,720,943,450,927,700","-73,991,127,014,160,100","40,747,142,791,748,000",1745
id1488622,10:01:57 AM,10:05:41 AM,3,"-73,959,403,991,699,200","40,771,259,307,861,300","-73,965,766,906,738,200","40,771,156,311,035,100",224
id0033172,10:02:20 AM,10:10:59 AM,1,"-73,976,432,800,292,900","40,788,860,321,044,900","-73,979,850,769,042,900","40,781,181,335,449,200",519
id1215668,10:02:27 AM,11:22:33 AM,1,"-73,783,721,923,828,100","4,064,862,060,546,870","-73,992,683,410,644,500","40,756,660,461,425,700",4806
id1466750,10:02:31 AM,10:07:43 AM,1,"-73,966,117,858,886,700","40,762,195,587,158,200","-73,951,210,021,972,600","4,077,435,302,734,370",312
id1135408,10:02:39 AM,10:21:36 AM,1,"-73,992,431,640,625","40,714,927,673,339,800","-73,973,098,754,882,800","40,750,392,913,818,300",1137
id2208205,10:02:42 AM,11:24:33 AM,2,"-73,788,299,560,546,800","40,641,117,095,947,200","-73,988,731,384,277,300","40,748,802,185,058,500",4911
id1813674,10:02:47 AM,10:38:33 AM,2,"-73,987,060,546,875","40,733,341,217,041,000","-73,986,831,665,039,000","40,758,079,528,808,500",2146
id3197630,10:02:57 AM,10:07:19 AM,1,"-73,998,588,562,011,700","40,745,433,807,373,000","-74,005,218,505,859,300","40,751,499,176,025,300",262
id2469171,10:03:01 AM,10:13:40 AM,1,"-73,941,322,326,660,100","40,798,866,271,972,600","-73,947,547,912,597,600","40,776,012,420,654,200",639
id3989649,10:03:17 AM,10:19:00 AM,1,"-73,965,934,753,417,900","40,758,472,442,626,900","-73,975,074,768,066,400","40,755,916,595,458,900",943
id1957799,10:03:40 AM,10:10:16 AM,1,"-74,015,602,111,816,400","40,711,490,631,103,500","-74,008,453,369,140,600","40,722,671,508,789,000",396
id1339760,10:04:06 AM,10:45:48 AM,2,"-74,007,034,301,757,800","40,734,786,987,304,600","-739,794,921,875","40,749,721,527,099,600",2502
id0794189,10:04:18 AM,10:17:09 AM,2,"-73,981,132,507,324,200","40,769,290,924,072,200","-73,952,400,207,519,500","40,789,867,401,123,000",771
id0052505,10:04:21 AM,10:18:51 AM,1,"-74,007,545,471,191,400","40,741,020,202,636,700","-74,002,738,952,636,700","40,719,776,153,564,400",870
id0009327,10:04:28 AM,10:43:29 AM,1,"-74,013,839,721,679,600","40,714,447,021,484,300","-73,953,773,498,535,100","40,765,186,309,814,400",2341
id2254545,10:04:28 AM,10:16:39 AM,1,"-7,397,210,693,359,370","40,794,654,846,191,400","-73,952,651,977,539,000","40,789,230,346,679,600",731
id2534116,10:04:43 AM,10:23:23 AM,3,"-73,978,370,666,503,900","40,762,912,750,244,100","-73,974,327,087,402,300","40,750,331,878,662,100",1120
id1659115,10:04:44 AM,10:13:42 AM,1,"-73,970,924,377,441,400","40,751,766,204,833,900","-73,980,087,280,273,400","40,755,950,927,734,300",538
id1894374,10:04:51 AM,10:27:12 AM,1,"-73,971,260,070,800,700","40,755,020,141,601,500","-73,987,190,246,582,000","40,753,185,272,216,700",1341
id3196160,10:04:53 AM,10:29:14 AM,1,"-73,980,812,072,753,900","40,748,100,280,761,700","-73,975,227,355,957,000","40,765,277,862,548,800",1461
id1059098,10:04:56 AM,10:14:16 AM,1,"-74,004,669,189,453,100","40,734,676,361,083,900","-73,996,208,190,917,900","40,726,909,637,451,100",560
id2450149,10:05:09 AM,10:18:36 AM,5,"-73,993,583,679,199,200","40,742,149,353,027,300","-73,984,786,987,304,600","40,745,151,519,775,300",807
id0328451,10:05:12 AM,10:31:21 AM,1,"-73,999,870,300,292,900","40,718,154,907,226,500","-73,997,215,270,996,000","40,746,925,354,003,900",1569
id1273629,10:05:30 AM,10:13:29 AM,1,"-739,759,521,484,375","40,751,327,514,648,400","-73,971,977,233,886,700","40,746,482,849,121,000",479
id3892462,10:05:31 AM,10:24:04 AM,1,"-73,959,999,084,472,600","40,758,651,733,398,400","-73,952,247,619,628,900","407,783,203,125",1113
id3846621,10:05:48 AM,10:33:57 AM,1,"-73,957,466,125,488,200","40,774,223,327,636,700","-73,972,686,767,578,100","40,759,254,455,566,400",1689
id2799160,10:06:43 AM,10:19:31 AM,1,"-739,935,302,734,375","40,736,392,974,853,500","-74,014,572,143,554,600","40,715,522,766,113,200",768
id1597338,10:06:54 AM,10:10:34 AM,2,"-73,986,526,489,257,800","40,734,329,223,632,800","-73,981,231,689,453,100","4,073,809,814,453,120",220
id1386200,10:07:02 AM,10:27:23 AM,1,"-73,974,899,291,992,100","40,741,909,027,099,600","-73,957,168,579,101,500","40,769,969,940,185,500",1221
id2240547,10:07:05 AM,10:27:14 AM,1,"-73,992,225,646,972,600","40,738,105,773,925,700","-74,017,005,920,410,100","40,708,354,949,951,100",1209
id1300843,10:07:07 AM,10:23:18 AM,1,"-73,981,376,647,949,200","40,764,350,891,113,200","-73,993,293,762,207,000","40,757,610,321,044,900",971
id2867757,10:07:12 AM,10:29:33 AM,1,"-73,964,256,286,621,000","40,773,628,234,863,200","-73,976,875,305,175,700","40,758,277,893,066,400",1341
id1448344,10:07:36 AM,10:32:46 AM,1,"-74,005,538,940,429,600","40,745,937,347,412,100","-7,398,419,189,453,120","40,743,553,161,621,000",1510
id1647539,10:07:54 AM,10:10:26 AM,1,"-73,959,754,943,847,600","40,801,319,122,314,400","-73,960,899,353,027,300","40,806,846,618,652,300",152
id3081755,10:08:36 AM,10:20:43 AM,5,"-73,983,001,708,984,300","40,734,710,693,359,300","-74,013,923,645,019,500","40,712,871,551,513,600",727
id3895132,10:08:40 AM,10:10:30 AM,1,"-73,988,731,384,277,300","40,759,048,461,914,000","-73,993,827,819,824,200","40,761,550,903,320,300",110
id0877217,10:08:45 AM,10:41:48 AM,6,"-739,720,458,984,375","40,756,961,822,509,700","-7,388,531,494,140,620","40,773,056,030,273,400",1983
id2571700,10:08:45 AM,10:25:57 AM,1,"-74,004,722,595,214,800","40,752,071,380,615,200","-73,997,123,718,261,700","40,740,058,898,925,700",1032
id3263747,10:09:09 AM,10:12:57 AM,5,"-73,971,206,665,039,000","40,757,198,333,740,200","-73,964,942,932,128,900","40,753,311,157,226,500",228
id1893753,10:09:10 AM,10:23:41 AM,1,"-73,986,244,201,660,100","40,722,389,221,191,400","-73,989,570,617,675,700","40,736,209,869,384,700",871
id1321344,10:09:19 AM,10:36:49 AM,1,"-73,985,450,744,628,900","40,757,686,614,990,200","-74,016,899,108,886,700","40,704,864,501,953,100",1650
id1264038,10:09:27 AM,10:14:18 AM,2,"-73,953,971,862,792,900","40,778,640,747,070,300","-73,961,036,682,128,900","40,775,070,190,429,600",291
id2299951,10:09:32 AM,10:21:13 AM,1,"-74,005,210,876,464,800","40,718,589,782,714,800","-73,993,186,950,683,500","40,722,698,211,669,900",701
id1487231,10:09:37 AM,10:50:59 AM,3,"-73,978,302,001,953,100","40,761,928,558,349,600","-73,996,177,673,339,800","40,742,710,113,525,300",2482
id1711704,10:09:38 AM,10:32:06 AM,1,"-74,009,574,890,136,700","40,709,590,911,865,200","-7,400,390,625","40,749,313,354,492,100",1348
id2277061,10:09:44 AM,10:13:39 AM,1,"-73,945,274,353,027,300","40,778,312,683,105,400","-73,951,728,820,800,700","40,769,752,502,441,400",235
id3572566,10:10:05 AM,10:19:41 AM,1,"-73,971,633,911,132,800","40,795,078,277,587,800","-73,976,097,106,933,500","40,778,034,210,205,000",576
id1758142,10:10:05 AM,10:36:46 AM,2,"-73,985,488,891,601,500","40,747,005,462,646,400","-73,957,939,147,949,200","40,778,671,264,648,400",1601
id1390218,10:10:31 AM,10:23:56 AM,1,"-73,962,120,056,152,300","40,779,239,654,541,000","-73,970,741,271,972,600","40,767,299,652,099,600",805
id0179751,10:10:32 AM,10:16:45 AM,2,"-73,977,096,557,617,100","40,747,180,938,720,700","-73,976,333,618,164,000","40,748,111,724,853,500",373
id0850035,10:10:54 AM,10:23:05 AM,1,"-73,963,081,359,863,200","40,772,293,090,820,300","-73,969,673,156,738,200","40,760,498,046,875",731
id3979323,10:11:03 AM,10:28:26 AM,2,"-7,398,223,876,953,120","40,731,784,820,556,600","-73,978,431,701,660,100","40,752,494,812,011,700",1043
id1557462,10:11:16 AM,10:22:33 AM,4,"-73,981,307,983,398,400","40,769,016,265,869,100","-73,963,050,842,285,100","40,775,333,404,541,000",677
id3106068,10:11:55 AM,10:37:39 AM,1,"-74,006,813,049,316,400","40,735,797,882,080,000","-73,985,649,108,886,700","40,743,816,375,732,400",1544
id0714808,10:12:33 AM,10:30:38 AM,1,"-73,949,783,325,195,300","40,780,677,795,410,100","-73,973,716,735,839,800","40,764,472,961,425,700",1085
id2984684,10:12:43 AM,10:22:37 AM,1,"-739,822,998,046,875","40,775,932,312,011,700","-739,638,671,875","40,808,177,947,998,000",594
id0184822,10:13:11 AM,10:21:49 AM,1,"-7,399,371,337,890,620","40,741,630,554,199,200","-7,400,341,796,875","40,750,770,568,847,600",518
id0278752,10:13:17 AM,11:02:51 AM,1,"-74,008,819,580,078,100","40,718,410,491,943,300","-73,980,178,833,007,800","40,748,809,814,453,100",2974
id1352780,10:13:28 AM,10:39:08 AM,1,"-73,991,348,266,601,500","40,739,295,959,472,600","-7,397,711,181,640,620","40,747,306,823,730,400",1540
id2033471,10:13:34 AM,10:38:18 AM,1,"-73,981,292,724,609,300","40,741,588,592,529,200","-73,975,593,566,894,500","40,754,558,563,232,400",1484
id2132931,10:13:44 AM,10:31:25 AM,5,"-73,997,528,076,171,800","40,736,473,083,496,000","-73,991,615,295,410,100","40,745,803,833,007,800",1061
id2107738,10:14:04 AM,10:19:54 AM,5,"-74,006,690,979,003,900","40,703,990,936,279,200","-74,010,833,740,234,300","40,706,951,141,357,400",350
id1903498,10:14:36 AM,10:45:21 AM,1,"-73,989,898,681,640,600","4,074,169,921,875","-73,973,457,336,425,700","40,685,878,753,662,100",1845
id0521680,10:14:38 AM,10:26:37 AM,2,"-737,767,333,984,375","40,645,431,518,554,600","-73,741,119,384,765,600","40,687,931,060,791,000",719
